route_id,dataset_id,layer,family,variant,execution_kind,run_count,training_seeds,inference_seeds,status,priority,replication_unit,config_state,method_config,matrix_config,protocol_config,parameters,resolved_training,server_plan,output_template,train_run_ids,result_family,evidence_artifact_ids,compatibility_report,swanlab_project,swanlab_run_template,parent_route_id,paper_role,acceptance_gate,notes
D2.SOTA.yolox_s.canonical_train3,D2_TAICHUNG5000_V2,Detector comparison,SOTA,yolox_s,full_train,3,"42,123,789",42,PLANNED,P0,independent_training_seed,READY,experiments/configs/methods/yolox_s.py,experiments/configs/matrices/d2_taichung_sota_completion.yaml,,same configuration and selection rule as existing checkpoint,"{""base_lr"": 0.0001, ""batch_size"": 2, ""config_id"": ""v2.d2_sota_completion.yolox_s.train"", ""max_epochs"": 200, ""method_id"": ""yolox_s"", ""optimizer"": ""AdamW"", ""output_template"": ""work_dirs/v2/d2_sota_completion/yolox_s/trainseed_{training_seed}"", ""scientific_config_sha256"": ""b3ea1086a9a84bfe4f2a1b60e78f8e163d28bc97dd8298cdcde6d6565497b4e3""}",123=workstation:A5000:0;789=ross:A6000:0 (A4000 for lighter model if exact config fits),work_dirs/v2/d2_sota_completion/yolox_s/trainseed_{training_seed},,sota_d2_train3_completion,,tools/experiment_db/compatibility_reports/d2_sota_yolox_s.json,,{variant}_seed{training_seed},,Canonical leakage-repaired D2 baseline,three independently trained models; six held-out-test metrics,Historical publisher-split checkpoints are not reused.
D2.ABL.historical_chain,D2,Generation,Historical ablation,DDPM_RF_Heun_AdaLN_DPMpp,mixed,4,mixed,mixed,COMPLETED_DESCRIPTIVE,DONE_DESCRIPTIVE,mixed_cross_checkpoint,MIGRATED_MIXED_HISTORY,,experiments/configs/matrices/d2_taichung.yaml,experiments/manifests/d2_paper_experiment_inventory.yaml,historical A0/A1/A2/A4; configs/checkpoints and training seeds not fully paired,{},historical ross/workstation,work_dirs/{a0_baseline_24obj|a1_rf_heun_24obj|a2_rf_heun_adaln_24obj|a4_dpm_pp_24obj},,legacy_protocol,,,,,,Context only; not cumulative causal ablation,never report adjacent deltas as isolated effects,Historical foundation comparison only; never interpret adjacent rows as isolated cumulative effects.
D2.ABL.strict.G0,D2_TAICHUNG5000_V2,Generation,Training ablation,DDPM_linear_scaleshift,full_train,3,"42,123,789",42,PLANNED,P2,independent_training_seed,READY,experiments/configs/methods/strict_g0_ddpm_linear_scaleshift.py,experiments/configs/matrices/d2_taichung_generation_ablation.yaml,,DDPM; DDIM1; linear t; scale-shift,"{""base_lr"": 5e-05, ""batch_size"": 2, ""config_id"": ""v2.d2_generation.strict_g0_ddpm_linear_scaleshift_r50.train"", ""max_epochs"": 150, ""method_id"": ""strict_g0_ddpm_linear_scaleshift_r50"", ""optimizer"": ""AdamW"", ""output_template"": ""work_dirs/v2/d2_generation/strict_g0_ddpm_linear_scaleshift_r50/trainseed_{training_seed}"", ""scientific_config_sha256"": ""9dce45392dddf39412aeb92573a4f52beb14c35f61c5add9d3c800ade2a460f3""}",42=ross:A6000:0;123=workstation:A5000:0;789=workstation:A4000:1,work_dirs/v2/d2_generation/strict_g0_ddpm_linear_scaleshift_r50/trainseed_{training_seed},,generation_train_ablation_d2_test,,,,{variant}_seed{training_seed},,Cross-cohort strict ablation replication,only named factor changes; same batch/optimizer/selection; six test metrics,
D2.ABL.strict.G1,D2_TAICHUNG5000_V2,Generation,Training ablation,RF_linear_scaleshift,full_train,3,"42,123,789",42,PLANNED,P2,independent_training_seed,READY,experiments/configs/methods/strict_g1_rf_linear_scaleshift.py,experiments/configs/matrices/d2_taichung_generation_ablation.yaml,,RF; linear t; scale-shift,"{""base_lr"": 5e-05, ""batch_size"": 2, ""config_id"": ""v2.d2_generation.strict_g1_rf_linear_scaleshift_r50.train"", ""max_epochs"": 150, ""method_id"": ""strict_g1_rf_linear_scaleshift_r50"", ""optimizer"": ""AdamW"", ""output_template"": ""work_dirs/v2/d2_generation/strict_g1_rf_linear_scaleshift_r50/trainseed_{training_seed}"", ""scientific_config_sha256"": ""9bcb27764aca0e32079058c1bd5ad7cec0e104908d99480cc9bea68da2b10d5f""}",42=ross:A6000:0;123=workstation:A5000:0;789=workstation:A4000:1,work_dirs/v2/d2_generation/strict_g1_rf_linear_scaleshift_r50/trainseed_{training_seed},,generation_train_ablation_d2_test,,,,{variant}_seed{training_seed},,Cross-cohort strict ablation replication,only named factor changes; same batch/optimizer/selection; six test metrics,
D2.ABL.strict.G2,D2_TAICHUNG5000_V2,Generation,Training ablation,RF_shifted_scaleshift,full_train,3,"42,123,789",42,PLANNED,P2,independent_training_seed,READY,experiments/configs/methods/strict_g2_rf_shifted_scaleshift.py,experiments/configs/matrices/d2_taichung_generation_ablation.yaml,,RF; shifted t; scale-shift,"{""base_lr"": 5e-05, ""batch_size"": 2, ""config_id"": ""v2.d2_generation.strict_g2_rf_shifted_scaleshift_r50.train"", ""max_epochs"": 150, ""method_id"": ""strict_g2_rf_shifted_scaleshift_r50"", ""optimizer"": ""AdamW"", ""output_template"": ""work_dirs/v2/d2_generation/strict_g2_rf_shifted_scaleshift_r50/trainseed_{training_seed}"", ""scientific_config_sha256"": ""c10370d239252b52ccc6101b1c7535bd78250f83bec80f08a829e0ac33a1a7e3""}",42=ross:A6000:0;123=workstation:A5000:0;789=workstation:A4000:1,work_dirs/v2/d2_generation/strict_g2_rf_shifted_scaleshift_r50/trainseed_{training_seed},,generation_train_ablation_d2_test,,,,{variant}_seed{training_seed},,Cross-cohort strict ablation replication,only named factor changes; same batch/optimizer/selection; six test metrics,
D2.ABL.strict.G3,D2_TAICHUNG5000_V2,Generation,Training ablation,RF_shifted_AdaLNZero,full_train,3,"42,123,789",42,PLANNED,DONE,independent_training_seed,READY,experiments/configs/methods/strict_g3_rf_shifted_adaln_zero.py,experiments/configs/matrices/d2_taichung_generation_ablation.yaml,,RF; shifted t; AdaLN-Zero; Euler 1-step validation,"{""base_lr"": 5e-05, ""batch_size"": 2, ""config_id"": ""v2.d2_generation.strict_g3_rf_shifted_adaln_zero_r50.train"", ""max_epochs"": 150, ""method_id"": ""strict_g3_rf_shifted_adaln_zero_r50"", ""optimizer"": ""AdamW"", ""output_template"": ""work_dirs/v2/d2_generation/strict_g3_rf_shifted_adaln_zero_r50/trainseed_{training_seed}"", ""scientific_config_sha256"": ""a45fe1b84045b54bb305d2b6584d2b162cd8281f046c1f2a4e0f3c3d8fe23a74""}",42=ross:A6000:0;123=workstation:A5000:0;789=workstation:A4000:1,work_dirs/v2/d2_generation/strict_g3_rf_shifted_adaln_zero_r50/trainseed_{training_seed},,strict_generation_d2_test,,,,,,Cross-cohort strict one-factor generation ablation,only time conditioning changes from G2; common validation protocol,Strict one-factor AdaLN-Zero stage; DPM++ is evaluated separately on a fixed checkpoint.
D2.INF.solver_steps.fixed1,D2,Generation,Inference ablation,Euler_Heun_DPMpp_x_steps1to4,inference,12,335778785,42,COMPLETED_FIXED_CHECKPOINT,DONE_CONDITIONAL,fixed_checkpoint_inference,PROTOCOL_READY,experiments/configs/methods/karyoflow_ot_legacy.py,experiments/configs/matrices/d2_taichung_history.yaml,experiments/configs/ablations/d2_solver_test.yaml,one fixed KaryoFlow checkpoint x 3 solvers x 4 steps,{},historical,results/d2_test_inference_ablations/solver/{solver}_{steps},,solver_d2_test,d2-test-inference-ablations-b81d6a3d498a,,,,D2.HIST.karyoflow_ot_train3,Conditional solver mechanism evidence,label fixed-checkpoint; not training replication,
D2.INF.solver_steps.train3,D2_TAICHUNG5000_V2,Generation,Inference replication,Euler_Heun_DPMpp_x_steps1to4_train3,inference,36,"42,123,789",42,PLANNED,P1,fixed_checkpoint_by_training_parent,PROTOCOL_READY,experiments/configs/methods/karyoflow.py,experiments/configs/matrices/d2_taichung.yaml,experiments/configs/ablations/d2_solver_train3_test.yaml,3 independent parents x 3 solvers x 4 steps,{},accuracy:any idle GPU; efficiency=ross:A6000:0 only,results/v2/d2_taichung/inference/solver/{parent}/{solver}_{steps},,solver_d2_train3_test,,,,,D2.SOTA.karyoflow_canonical_train3,Training-robust solver ablation,aggregate one value per training parent,Runs on the canonical random-coupling parent triplet.
D2.INF.topk_renewal.fixed1,D2,Generation,Inference ablation,TopK_x_renewal,inference,10,335778785,42,COMPLETED_FIXED_CHECKPOINT,DONE_CONDITIONAL,fixed_checkpoint_inference,PROTOCOL_READY,experiments/configs/methods/karyoflow_ot_legacy.py,experiments/configs/matrices/d2_taichung_history.yaml,experiments/configs/ablations/d2_topk_renewal_test.yaml,"K={100,150,200,300,500} x renewal={off,on}",{},historical,results/d2_test_inference_ablations/topk_renewal/{variant},,topk_renewal_d2_test,d2-test-inference-ablations-6dd1dcb1cc91,,,,D2.HIST.karyoflow_ot_train3,Conditional identity/candidate-budget evidence,label fixed-checkpoint,
D2.INF.topk_renewal.train3,D2_TAICHUNG5000_V2,Generation,Inference replication,TopK_x_renewal_train3,inference,30,"42,123,789",42,PLANNED,P2,fixed_checkpoint_by_training_parent,PROTOCOL_READY,experiments/configs/methods/karyoflow.py,experiments/configs/matrices/d2_taichung.yaml,experiments/configs/ablations/d2_topk_renewal_train3_test.yaml,3 parents x 5 K x renewal off/on,{},accuracy:any idle GPU; efficiency=ross:A6000:0 only,results/v2/d2_taichung/inference/topk_renewal/{parent}/{variant},,topk_renewal_d2_train3_test,,,,,D2.SOTA.karyoflow_canonical_train3,Training-robust identity analysis,aggregate by training parent,Runs on the canonical random-coupling parent triplet.
D2.DEC.beta_test.fixed1,D2,Decision,Post-selection sensitivity,LQCR_beta_0_0.25_0.5_1_2,inference,5,335778785,42,COMPLETED_DIAGNOSTIC,DONE_DIAGNOSTIC,fixed_checkpoint_inference,PROTOCOL_READY,experiments/configs/methods/karyoflow_ot_legacy.py,experiments/configs/matrices/d2_taichung_history.yaml,experiments/configs/ablations/d2_lqcr_beta_test.yaml,test beta sweep after beta=2 validation selection; transparency only,{},historical,results/d2_test_inference_ablations/lqcr_beta/{beta},,lqcr_beta_d2_test,d2-test-inference-ablations-d9fd109403da,,,,D2.HIST.karyoflow_ot_lqcr_train3,"Post-selection sensitivity, not selection evidence",caption must state beta=2 selected on validation,
D2.DEC.strict_subsets,D2,Decision,Diagnostic,AP90_AP95_scale_overlap_bootstrap,analysis,2,"335778785,790448076,1342286018",42,COMPLETED_DIAGNOSTIC,DONE_DIAGNOSTIC,paired_prediction_analysis,PROTOCOL_READY,experiments/configs/methods/karyoflow_ot_legacy.py,experiments/configs/matrices/d2_taichung_history.yaml,tools/experiment_db/protocols/d2_difficulty_strata.json,overlap/size strict recall plus 1000-replicate LQCR-vs-DINO image bootstrap,{},CPU,tools/experiment_db/evidence_sources/d2_{difficult_subsets|lqcr_vs_dino}_*.json,,conditional_difficult_subset_d2;conditional_image_bootstrap_d2,d2-difficult-subsets-paired-train3-725aab1ab102;d2-lqcr-vs-dino-image-bootstrap-1000-seed20260812,,,,D2.HIST.karyoflow_ot_lqcr_train3,Mechanism/uncertainty; not SOTA proof,diagnostic paper_eligible=0,
D2.DEP.distill_h3.existing,D2,Deployment,Head distillation,H6_to_H3_single_parent,short_train,1,one,42,COMPLETED_EVIDENCE_ONLY,DONE_CONDITIONAL,single_parent_student,EXACT_INFERENCE_ARCHIVED_TRAINING,experiments/configs/methods/karyoflow_ot_h3_student_legacy.py,experiments/configs/matrices/d2_h3_student_history.yaml,experiments/configs/deployment/h3_distillation_training_archive.yaml,"H6 teacher -> H3 student; mapping 0,2,5",{},historical ross/workstation,work_dirs/h3_distill_plan_a_24obj,,head_distillation,,tools/experiment_db/compatibility_reports/d2_head_student_h3.json,,,,Conditional deployment point,do not call three-training-seed,Inference identity is EXACT; the archived historical distillation training implementation is not executable in cleaned ldmdet.
D2.DEP.distill_h3.train3,D2_TAICHUNG5000_V2,Deployment,Head distillation,H6_to_H3_parent_matched_train3,short_train,3,"42,123,789",42,PLANNED,P1,paired_student_by_parent,READY,experiments/configs/methods/karyoflow_h3_distill.py,experiments/configs/matrices/d2_taichung_head_distill_canonical.yaml,experiments/configs/deployment/h3_distillation_protocol.yaml,one H3 student per KaryoFlow parent; identical mapping/loss,"{""base_lr"": 1e-05, ""batch_size"": 2, ""config_id"": ""v2.d2_distill_canonical.karyoflow_h3_distill_r50.train"", ""max_epochs"": 50, ""method_id"": ""karyoflow_h3_distill_r50"", ""optimizer"": ""AdamW"", ""output_template"": ""work_dirs/v2/d2_distill_canonical/karyoflow_h3_distill_r50/trainseed_{training_seed}"", ""scientific_config_sha256"": ""a0dc32838c3293f10b59a59097cf3a9ed1cdc6f8f6fdb96565b5dce10b2d637b""}",42=ross:A6000:0;123=workstation:A5000:0;789=workstation:A4000:1,work_dirs/v2/d2_distill_canonical/karyoflow_h3_distill_r50/trainseed_{training_seed},,head_distillation_d2_train3,,,,{variant}_seed{training_seed},D2.SOTA.karyoflow_canonical_train3,Training-robust deployment evidence,three parent-matched students; A6000 latency only,Canonical random-coupling parent-matched students.
D2.DEP.GACS,D2_TAICHUNG5000_V2,Deployment,Dynamic deployment,GACS,inference,1,one/unknown,42,PARTIAL_LEGACY,P2,fixed_checkpoint_by_training_parent,PROTOCOL_READY,experiments/configs/methods/karyoflow_ot_legacy.py,experiments/configs/matrices/d2_taichung_history.yaml,experiments/configs/deployment/gacs_dynamic_policy.yaml,dynamic deployment policy; historical D1 loss ~0.0007 mAP; D2 held-out test missing,{},accuracy:any; latency=ross:A6000:0,results/v2/d2_taichung/deployment/gacs/{parent},,GACS,,,,,D2.HIST.karyoflow_ot_train3,"Optional deployment extension, not main precision module",D2 test plus A6000 speed before paper use,
D2.DEP.speed.legacy,D2,Deployment,Efficiency,all_operating_points,benchmark,1,mixed,none,COMPLETED_PARTIAL,P1,hardware_efficiency_repeat,PROTOCOL_READY,experiments/configs/methods/karyoflow_ot_legacy.py,experiments/configs/matrices/d2_taichung_history.yaml,experiments/configs/deployment/a6000_speed_protocol.yaml,A6000: RF-Heun; DPM++ K=100/200/300/500; LQCR; H3; repeat after final checkpoints,{},ross:A6000:0 exclusive,results/benchmark/a6000/{variant},,speed_accuracy,,,,,D2.HIST.karyoflow_ot_train3,Historical deployment context only,repeat final selected points with exclusive GPU and frozen timing boundary,Historical latency is valid under its recorded protocol but PARTIAL against the strict rerun protocol.
LEGACY.D1.composite,D1_COMPOSITE2200_LEGACY,Archive,Legacy evidence,all_historical_results,mixed,1,mixed,mixed,ARCHIVED_NONCOMPARABLE,ARCHIVE,mixed,ARCHIVED,,,tools/experiment_db/experiments.db,old 2200-image composite contains 500 D2-derived images and old split; results remain auditable,{},historical ross/workstation,work_dirs/*; results/*,,all D1 families except D1_INHOUSE1700_V2,multiple,,,,,Provenance/history only; never pool with new D1I or D2,must be labeled legacy and non-comparable,
D2.SOTA.karyoflow_canonical_train3,D2_TAICHUNG5000_V2,Detector comparison,SOTA,karyoflow,full_train,3,"42,123,789",42,RUNNING,P0,independent_training_seed,READY,experiments/configs/methods/karyoflow.py,experiments/configs/matrices/d2_taichung.yaml,,RF; shifted t; AdaLN-Zero; DPM++ 4-step; K=500; 6 heads; random coupling,"{""base_lr"": 5e-05, ""batch_size"": 2, ""config_id"": ""v2.d2.karyoflow_r50.train"", ""max_epochs"": 150, ""method_id"": ""karyoflow_r50"", ""optimizer"": ""AdamW"", ""output_template"": ""work_dirs/v2/d2/karyoflow_r50/trainseed_{training_seed}"", ""scientific_config_sha256"": ""18755935980e685c3c09f64466a66ffde87ad97f44af2a17e137d7cbf26289a0""}",42=ross:A6000:0;123=workstation:A5000:0;789=workstation:A4000:1,work_dirs/v2/d2/karyoflow_r50/trainseed_{training_seed},d2-taichung5000-v2__karyoflow-r50__trainseed-42__18755935980e,sota_d2_canonical_test,,,KaryoFlow-Dataset2-V2,{variant}_seed{training_seed},,Canonical D2 main detector table,three canonical random-coupling checkpoints; six held-out-test metrics,Canonical v2 seed 42 is active; seeds 123 and 789 remain planned.
D2.SOTA.karyoflow_canonical_lqcr_train3,D2_TAICHUNG5000_V2,Decision,SOTA,karyoflow_lqcr,short_train,3,"42,123,789",42,BLOCKED_PARENT,P0,paired_final_stage_intervention,READY_PARENT_PENDING,experiments/configs/methods/karyoflow_lqcr.py,experiments/configs/matrices/d2_taichung.yaml,,parent-matched final-only quality head; beta selected on validation,"{""base_lr"": 0.001, ""batch_size"": 2, ""config_id"": ""v2.d2.karyoflow_lqcr_r50.train"", ""max_epochs"": 12, ""method_id"": ""karyoflow_lqcr_r50"", ""optimizer"": ""AdamW"", ""output_template"": ""work_dirs/v2/d2/karyoflow_lqcr_r50/trainseed_{training_seed}"", ""scientific_config_sha256"": ""30d6f3098fc2b2bb5c5c58597e34af9ca921cbf6c3862179e12ab8aa8d0545d9""}",historical ross/workstation,work_dirs/v2/d2/karyoflow_lqcr_r50/trainseed_{training_seed},,paired_lqcr_d2_canonical_train3,,,KaryoFlow-Dataset2-V2,{variant}_seed{training_seed},D2.SOTA.karyoflow_canonical_train3,Canonical D2 LQCR paired effect,one frozen-parent child per seed; final-only tensor audit; six test metrics,Required before the manuscript is refreshed.
D2.DEP.speed.canonical,D2_TAICHUNG5000_V2,Deployment,Efficiency,all_operating_points,benchmark,1,"42,123,789",none,BLOCKED_CHECKPOINTS,P0,hardware_efficiency_repeat,PROTOCOL_READY_PARENT_PENDING,experiments/configs/methods/karyoflow.py,experiments/configs/matrices/d2_taichung.yaml,experiments/configs/deployment/a6000_speed_protocol.yaml,A6000: RF-Heun; DPM++ K=100/200/300/500; LQCR; H3; repeat after final checkpoints,{},42=ross:A6000:0;123=workstation:A5000:0;789=workstation:A4000:1,results/v2/d2/benchmark/a6000/{variant},,speed_accuracy_d2_canonical,,,,,D2.SOTA.karyoflow_canonical_train3,Final canonical speed-accuracy figure/table,three A6000 repeats per final checkpoint; matching test accuracy; params and peak memory,Canonical v2 seed 42 is active; seeds 123 and 789 remain planned.
D1I.DATA.test_characterization,D1_INHOUSE1700_V2,Data,Dataset analysis,test_characterization,analysis,1,none,none,PLANNED,P0,deterministic_dataset_analysis,PROTOCOL_TO_IMPLEMENT,,experiments/configs/matrices/d1_inhouse1700.yaml,,"D1 test population, scale CDF, overlap and size bins",{},CPU,results/v2/d1/analysis/test_characterization,,dataset_characterization_d1i,,,,,,Dataset table and scale figure,versioned analysis JSON bound to final test annotation/prediction SHA,Required before the manuscript is refreshed.
D2.DATA.test_characterization,D2_TAICHUNG5000_V2,Data,Dataset analysis,test_characterization,analysis,1,none,none,PLANNED,P0,deterministic_dataset_analysis,PROTOCOL_TO_IMPLEMENT,,experiments/configs/matrices/d2_taichung.yaml,,"D2 test population, scale CDF, overlap and size bins",{},CPU,results/v2/d2/analysis/test_characterization,,dataset_characterization_d2,,,,,,Dataset table and scale figure,versioned analysis JSON bound to final test annotation/prediction SHA,Required before the manuscript is refreshed.
D1I.DEC.quality_validity,D1_INHOUSE1700_V2,Decision,Diagnostic,quality_iou_validity,analysis,1,"42,123,789",42,BLOCKED_PREDICTIONS,P1,paired_prediction_analysis,PROTOCOL_TO_IMPLEMENT,,experiments/configs/matrices/d1_inhouse1700.yaml,,"quality-IoU Spearman, MAE/RMSE and reliability bins",{},CPU,results/v2/d1/analysis/quality_iou_validity,,lqcr_quality_validity_d1i,,,,,D1I.SOTA.karyoflow_lqcr,Mechanism/error analysis,versioned analysis JSON bound to final test annotation/prediction SHA,Required before the manuscript is refreshed.
D2.DEC.quality_validity,D2_TAICHUNG5000_V2,Decision,Diagnostic,quality_iou_validity,analysis,1,"42,123,789",42,BLOCKED_PREDICTIONS,P1,paired_prediction_analysis,PROTOCOL_TO_IMPLEMENT,,experiments/configs/matrices/d2_taichung.yaml,,"quality-IoU Spearman, MAE/RMSE and reliability bins",{},CPU,results/v2/d2/analysis/quality_iou_validity,,lqcr_quality_validity_d2_canonical,,,,,D2.SOTA.karyoflow_canonical_lqcr_train3,Mechanism/error analysis,versioned analysis JSON bound to final test annotation/prediction SHA,Required before the manuscript is refreshed.
D2.DEC.strict_subsets.canonical,D2_TAICHUNG5000_V2,Decision,Diagnostic,strict_iou_scale_overlap,analysis,1,"42,123,789",42,BLOCKED_PREDICTIONS,P1,paired_prediction_analysis,PROTOCOL_TO_IMPLEMENT,,experiments/configs/matrices/d2_taichung.yaml,,"AP90/AP95, size quartiles, overlap strata and paired image bootstrap",{},CPU,results/v2/d2/analysis/strict_iou_scale_overlap,,conditional_difficult_subset_d2_canonical,,,,,D2.SOTA.karyoflow_canonical_lqcr_train3,Mechanism/error analysis,versioned analysis JSON bound to final test annotation/prediction SHA,Required before the manuscript is refreshed.
D1I.ANALYSIS.per_class,D1_INHOUSE1700_V2,Decision,Diagnostic,per_class_error,analysis,1,"42,123,789",42,BLOCKED_PREDICTIONS,P1,paired_prediction_analysis,PROTOCOL_TO_IMPLEMENT,,experiments/configs/matrices/d1_inhouse1700.yaml,,24-class AP and morphology-group error analysis,{},CPU,results/v2/d1/analysis/per_class_error,,per_class_d1i_test,,,,,D1I.SOTA.karyoflow_lqcr,Mechanism/error analysis,versioned analysis JSON bound to final test annotation/prediction SHA,Required before the manuscript is refreshed.
D2.ANALYSIS.per_class,D2_TAICHUNG5000_V2,Decision,Diagnostic,per_class_error,analysis,1,"42,123,789",42,BLOCKED_PREDICTIONS,P1,paired_prediction_analysis,PROTOCOL_TO_IMPLEMENT,,experiments/configs/matrices/d2_taichung.yaml,,24-class AP and morphology-group error analysis,{},CPU,results/v2/d2/analysis/per_class_error,,per_class_d2_canonical_test,,,,,D2.SOTA.karyoflow_canonical_lqcr_train3,Mechanism/error analysis,versioned analysis JSON bound to final test annotation/prediction SHA,Required before the manuscript is refreshed.
D2.DEC.beta_val.canonical,D2_TAICHUNG5000_V2,Decision,Hyperparameter selection,LQCR_beta_0_0.25_0.5_1_2,inference,15,"42,123,789",42,BLOCKED_PARENT,P0,validation_selection_by_parent,PROTOCOL_READY_PARENT_PENDING,experiments/configs/methods/karyoflow_lqcr.py,experiments/configs/matrices/d2_taichung.yaml,experiments/configs/ablations/d2_lqcr_beta_val.yaml,"3 LQCR parents x beta={0,0.25,0.5,1,2}; validation only",{},accuracy:any idle GPU; efficiency=ross:A6000:0 only,results/v2/d2/lqcr_beta_val/{parent}/beta_{beta},,lqcr_beta_d2_canonical_val,,,,,D2.SOTA.karyoflow_canonical_lqcr_train3,Canonical D2 validation selection; not a test claim,select beta before any new test evaluation,Required before the canonical D2 test evaluation.
